accession	accession.version	taxid	gi
X51676	X51676.1	4932	4038
X56084	X56084.1	4932	4046
X57185	X57185.1	4932	4057
X04081	X04081.1	4932	4061
X62147	X62147.1	4932	4067
Z11582	Z11582.1	4932	4069
X61236	X61236.1	4932	4071
V01317	V01317.1	4932	4083
X69881	X69881.1	4932	4086
X58675	X58675.1	4932	4091
X60050	X60050.1	4932	4094
X60307	X60307.1	4932	4098
X65470	X65470.1	4932	4100
X58407	X58407.1	4932	4102
X60051	X60051.1	4932	4104
X14016	X14016.1	4932	4110
X55905	X55905.1	4932	4115
X66843	X66843.1	4932	4117
X54535	X54535.1	4932	4119
X05969	X05969.1	4932	4136
V01318	V01318.1	4932	4137
V01319	V01319.1	4932	4138
X56505	X56505.1	4932	4141
X54294	X54294.1	4932	4145
X54293	X54293.1	4932	4146
Y00382	Y00382.1	4932	4166
X56873	X56873.1	4932	4168
X61289	X61289.1	4932	4174
X58626	X58626.1	4932	4188
X53395	X53395.1	4932	4196
X56261	X56261.1	4932	4200
X56262	X56262.1	4932	4209
X55999	X55999.1	4932	4236
X61189	X61189.1	4932	4249
X55384	X55384.1	4932	4251
X52095	X52095.1	4932	4253
X59890	X59890.1	4932	4254
X64064	X64064.1	4932	4264
X55891	X55891.1	4932	4270
X15665	X15665.1	4932	4276
X06322	X06322.1	4932	4280
X53046	X53046.1	4932	4294
X00468	X00468.1	27292	4296
X00486	X00486.1	4932	4297
X60722	X60722.1	4932	4304
X55437	X55437.1	4932	4306
X03806	X03806.1	4896	4308
X59748	X59748.1	4932	4311
X59749	X59749.1	4932	4313
X59750	X59750.1	4932	4315
X59861	X59861.1	4932	4317
X66501	X66501.1	4932	4327
V01326	V01326.1	4932	4330
V01329	V01329.1	4932	4333
V01330	V01330.1	4932	4334
V01331	V01331.1	4932	4335
X00375	X00375.1	4932	4336
X00380	X00380.1	27292	4337
X00655	X00655.1	27292	4338
X03728	X03728.1	4932	4339
X00602	X00602.1	4932	4340
X00603	X00603.1	4932	4341
X00604	X00604.1	4932	4342
X17376	X17376.1	4932	4343
V01334	V01334.1	4932	4346
V01336	V01336.1	4932	4348
V01337	V01337.1	4932	4349
V01573	V01573.1	4932	4350
X03727	X03727.1	4932	4359
X03726	X03726.1	4932	4360
X01099	X01099.1	27292	4365
X57969	X57969.1	4932	4391
X61181	X61181.1	4932	4412
X63315	X63315.1	4932	4417
X63867	X63867.1	4932	4419
X51667	X51667.1	4932	4421
X62451	X62451.1	4932	4430
X15483	X15483.1	4932	4436
X60215	X60215.1	4932	4440
X62340	X62340.1	4932	4446
X64738	X64738.1	4932	4449
X64693	X64693.1	4932	4451
X13858	X13858.1	4932	4461
X07086	X07086.1	4932	4464
X07089	X07089.1	4932	4465
X07087	X07087.1	4932	4466
X07088	X07088.1	4932	4467
X07090	X07090.1	4932	4468
X58460	X58460.1	4932	4473
X54323	X54323.1	4932	4481
X54237	X54237.1	4932	4483
X54236	X54236.1	4932	4485
X54238	X54238.1	4932	4487
X53262	X53262.1	4932	4495
X57837	X57837.1	4932	4499
X64004	X64004.1	4932	4501
X59986	X59986.1	4932	4503
X63268	X63268.1	4932	4505
X05499	X05499.1	4932	4508
X05498	X05498.1	4932	4509
X06430	X06430.1	4932	4510
X07673	X07673.1	4932	4511
X12565	X12565.1	4932	4512
X17270	X17270.1	4932	4518
X53731	X53731.1	4932	4519
X67564	X67564.1	4932	4529
X16908	X16908.1	4932	4537
X51614	X51614.1	4932	4541
X66278	X66278.1	4932	4549
X13857	X13857.1	4932	4551
X13982	X13982.1	4932	4569
X07571	X07571.1	4932	4570
X07573	X07573.1	4932	4574
X12363	X12363.1	4932	4585
X12364	X12364.1	4932	4587
X67705	X67705.1	4932	4599
X00809	X00809.1	4932	4608
X56504	X56504.1	4932	4617
X51550	X51550.1	4932	4639
X51551	X51551.1	4932	4640
X63897	X63897.1	4932	4642
X06132	X06132.1	4932	4644
X08048	X08048.1	4932	4646
X08049	X08049.1	4932	4647
X08050	X08050.1	4932	4648
X08051	X08051.1	4932	4649
X08052	X08052.1	4932	4650
X08053	X08053.1	4932	4651
X02445	X02445.1	4932	4652
X05058	X05058.1	4932	4654
Z00043	Z00043.1	4932	4657
Z00037	Z00037.1	4932	4658
Z00038	Z00038.1	4932	4659
X07534	X07534.1	4932	4660
X06992	X06992.1	4932	4661
X02693	X02693.1	4932	4665
V01343	V01343.1	4932	4675
X12368	X12368.1	4932	4690
X00393	X00393.1	4932	4704
X00394	X00394.1	4932	4706
X55386	X55386.1	4932	4714
X56402	X56402.1	4932	4716
X01473	X01473.1	4932	4735
X59371	X59371.1	4932	4753
X52194	X52194.1	4932	4756
X05553	X05553.1	4932	4760
X53998	X53998.1	4932	4771
X54378	X54378.1	4932	4777
X53871	X53871.1	4932	4781
X53531	X53531.1	4932	4783
X58693	X58693.1	4932	4797
X60288	X60288.1	4932	4799
X64954	X64954.1	4932	4803
X59075	X59075.1	4932	4805
X62452	X62452.1	4932	4808
X56560	X56560.1	4932	4810
X00971	X00971.1	4932	4812
X62627	X62627.1	4932	4821
X56106	X56106.1	4932	4825
X17540	X17540.1	4932	4827
X17552	X17552.1	4932	4829
X17537	X17537.1	4932	4835
X01545	X01545.1	4770	4852
X51774	X51774.1	4897	4853
X54397	X54397.1	4897	4854
X51778	X51778.1	4897	4855
X56042	X56042.1	4934	4856
X62079	X62079.1	27300	4880
X17604	X17604.1	27300	4886
X52531	X52531.1	4899	4890
X51776	X51776.1	4899	4891
X54398	X54398.1	4899	4892
X58056	X58056.1	4896	4893
X51920	X51920.1	4896	4895
X51777	X51777.1	4896	4898
X63576	X63576.1	4896	4905
X63577	X63577.1	4896	4907
X63262	X63262.1	4896	4909
X07894	X07894.1	4896	4911
X07890	X07890.1	4896	4912
X07891	X07891.1	4896	4913
X07892	X07892.1	4896	4914
X07893	X07893.1	4896	4915
X57549	X57549.1	4896	4928
X13759	X13759.1	4896	4930
X13764	X13764.1	4896	4931
X13761	X13761.1	4896	4932
X13762	X13762.1	4896	4933
X13755	X13755.1	4896	4934
X13756	X13756.1	4896	4935
X13763	X13763.1	4896	4936
X13760	X13760.1	4896	4937
X13757	X13757.1	4896	4938
X13758	X13758.1	4896	4939
X60933	X60933.1	4896	4941
X57664	X57664.1	4896	4942
X15482	X15482.2	4896	6137057
X05478	X05478.1	4896	4947
X05479	X05479.1	4896	4948
X69389	X69389.1	4896	4949
X56162	X56162.1	4896	4951
X07978	X07978.1	4896	4953
X62031	X62031.1	4896	4955
X04013	X04013.1	4896	4975
X61672	X61672.1	4896	4977
X14001	X14001.1	4896	4986
X14002	X14002.1	4896	4987
Z15034	Z15034.1	4896	4988
X54998	X54998.1	4896	4998
X62722	X62722.1	4896	5004
X56939	X56939.1	4896	5006
X58299	X58299.1	4896	5008
X59278	X59278.1	4896	5010
X69673	X69673.1	4896	5012
X60499	X60499.1	4896	5021
X63544	X63544.1	4896	5023
X58231	X58231.1	4896	5027
X64648	X64648.1	4896	5029
X03807	X03807.1	4896	5040
X64583	X64583.1	4896	5043
X53252	X53252.1	4896	5045
X00239	X00239.1	4896	5049
X00240	X00240.1	4896	5050
X00241	X00241.1	4896	5051
X00242	X00242.1	4896	5052
X54983	X54983.1	4896	5069
X67030	X67030.1	4896	5071
X52530	X52530.1	4896	5073
V01361	V01361.1	4896	5074
X54866	X54866.1	4896	5075
X55773	X55773.1	4896	5078
X14196	X14196.1	4896	5079
X13850	X13850.1	4896	5080
X56982	X56982.1	4896	5082
X56189	X56189.1	4896	5083
X15491	X15491.1	4896	5084
X66722	X66722.1	4896	5087
Z11736	Z11736.1	4896	5089
X02331	X02331.1	4896	5093
X51613	X51613.1	4896	5095
X15220	X15220.1	4896	5097
X53254	X53254.1	4896	5100
Z11156	Z11156.1	4896	5102
X61924	X61924.1	4896	5104
X61306	X61306.1	4896	5112
X02712	X02712.1	4896	5124
X16573	X16573.1	4896	5125
X15504	X15504.1	4896	5126
X15310	X15310.1	4896	5127
X51775	X51775.1	4896	5128
X59154	X59154.1	4896	5129
X59947	X59947.1	4896	5135
X62631	X62631.1	4896	5141
X60181	X60181.1	40563	5153
X57017	X57017.1	4932	5154
X00072	X00072.1	5281	5169
X56116	X56116.1	37998	5170
Z11896	Z11896.1	13291	5172
X60182	X60182.1	5554	5174
X53496	X53496.1	4950	5175
X16688	X16688.1	5541	5178
X60652	X60652.1	5548	5181
X06852	X06852.1	5217	5183
X00070	X00070.1	84753	5184
X67494	X67494.1	5221	5185
X58570	X58570.1	5551	5186
X55879	X55879.1	51453	5187
X55880	X55880.1	51453	5191
V01417	V01417.1	4903	5193
X06103	X06103.1	4775	5195
X53901	X53901.1	5270	5208
X53902	X53902.1	5270	5210
X53903	X53903.1	5270	5212
X61305	X61305.1	5270	5214
X54069	X54069.1	5270	5220
X54071	X54071.1	5270	5222
X54070	X54070.1	5270	5224
X62396	X62396.1	5270	5232
X06847	X06847.1	5272	5235
X66440	X66440.1	1004253	5239
X51658	X51658.1	4952	5251
X17309	X17309.1	4952	5252
X58057	X58057.1	4956	5257
X05569	X05569.1	4956	5261
X52453	X52453.1	4932	5266
X52460	X52460.1	28985	5268
X52648	X52648.1	4896	5269
X53633	X53633.1	5482	5273
X55016	X55016.1	28985	5275
X55017	X55017.1	28985	5276
X62319	X62319.1	4932	5499
X62392	X62392.1	4932	5501
X67916	X67916.1	4932	5514
X67917	X67917.1	4932	5516
X70373	X70373.1	28985	5537
Z14090	Z14090.1	203489	5546
X57172	X57172.1	7160	5552
X67132	X67132.1	7159	5553
X15294	X15294.1	7173	5557
X15295	X15295.1	7173	5558
X00991	X00991.1	6145	5559
X56888	X56888.1	6500	5571
X63420	X63420.1	6500	5576
X63421	X63421.1	6500	5578
X60297	X60297.1	6500	5583
X62382	X62382.1	6500	5587
X56770	X56770.1	6500	5589
V00003	V00003.1	5755	5591
X63133	X63133.1	5755	5592
X05233	X05233.1	6106	5594
X15293	X15293.1	7165	5599
X15304	X15304.1	7165	5600
X15305	X15305.1	7165	5601
X15296	X15296.1	7165	5602
X15297	X15297.1	7165	5603
X15298	X15298.1	7165	5604
X15299	X15299.1	7165	5605
X15300	X15300.1	7165	5606
X15301	X15301.1	7165	5607
X15302	X15302.1	7165	5608
X15303	X15303.1	7165	5609
X55714	X55714.1	31199	5611
X06837	X06837.1	7574	5613
X06225	X06225.1	6252	5615
X05836	X05836.1	6252	5616
X06713	X06713.1	6252	5617
X66419	X66419.1	7029	5652
X13035	X13035.1	7119	5654
X01003	X01003.1	7594	5655
X54155	X54155.1	7641	5656
X00131	X00131.1	6543	5661
X02632	X02632.1	6662	5686
X02633	X02633.1	6662	5688
X06395	X06395.1	6662	5690
V00084	V00084.1	6252	5692
V00085	V00085.1	6252	5693
X14817	X14817.1	6662	5694
X14816	X14816.1	6662	5695
X14815	X14815.1	6662	5697
X53498	X53498.1	6108	5704
X68667	X68667.1	6277	5706
X00992	X00992.1	7604	5710
X13034	X13034.1	7741	5712
X59604	X59604.1	5866	5713
X59605	X59605.1	5866	5714
X59607	X59607.1	5866	5715
X64061	X64061.1	7739	5721
X03542	X03542.1	7091	5726
X03543	X03543.1	7091	5727
X03544	X03544.1	7091	5728
X03545	X03545.1	7091	5729
X03546	X03546.1	7091	5730
X03547	X03547.1	7091	5731
X03548	X03548.1	7091	5732
X03549	X03549.1	7091	5733
X03551	X03551.1	7091	5734
X57257	X57257.1	10200	5735
X51912	X51912.1	7091	5736
X66164	X66164.1	7091	5737
X54735	X54735.1	7091	5739
X62620	X62620.1	7091	5741
X62619	X62619.1	7091	5742
X17399	X17399.1	7091	5743
X66163	X66163.1	7091	5744
X04507	X04507.1	7091	5750
X01835	X01835.1	7091	5818
X01836	X01836.1	7091	5819
X58445	X58445.1	7091	5850
X58446	X58446.1	7091	5852
X58447	X58447.1	7091	5854
X58448	X58448.1	7091	5856
X58449	X58449.1	7091	5858
X58450	X58450.1	7091	5860
X58451	X58451.1	7091	5862
X58452	X58452.1	7091	5864
V00094	V00094.1	7091	5868
V00095	V00095.1	7091	5870
V00096	V00096.1	7091	5871
X54007	X54007.1	7091	5874
X14763	X14763.1	7091	5877
X14762	X14762.1	7091	5878
X17219	X17219.1	7091	5897
X68931	X68931.1	7091	5902
X02876	X02876.1	7091	5903
X02877	X02877.1	7091	5904
X02878	X02878.1	7091	5905
X02880	X02880.1	7091	5906
X02881	X02881.1	7091	5907
X05086	X05086.1	7091	5908
X01049	X01049.1	7091	5909
X01050	X01050.1	7091	5910
X01051	X01051.1	7091	5911
X01052	X01052.1	7091	5912
X14846	X14846.1	6279	5913
X13036	X13036.1	7091	5914
V00098	V00098.1	7091	5915
X00698	X00698.1	7091	5916
X01339	X01339.1	7091	5917
X01527	X01527.1	7091	5918
X02034	X02034.1	7091	5919
X17291	X17291.1	7091	5920
X04266	X04266.1	7091	5925
X68294	X68294.1	7091	5933
Z14135	Z14135.1	7091	5934
X03602	X03602.1	7091	5935
X03601	X03601.1	7091	5938
X62618	X62618.1	7091	5940
X06834	X06834.1	10212	5941
X57258	X57258.1	10201	5942
X56229	X56229.1	6280	5943
X58063	X58063.1	6280	5951
X06100	X06100.1	10195	5953
Z15051	Z15051.1	7038	5954
Z15052	Z15052.1	7038	5955
X16225	X16225.1	6238	5956
X16226	X16226.1	6238	5957
X54217	X54217.1	6238	5961
X04356	X04356.1	7014	5962
X04357	X04357.1	7014	5963
X04358	X04358.1	7014	5964
X04359	X04359.1	7014	5965
X04360	X04360.1	7014	5966
X04361	X04361.1	7014	5967
X04362	X04362.1	7014	5968
X04363	X04363.1	7014	5969
X55886	X55886.1	7213	5971
X16592	X16592.1	7373	6423
X51770	X51770.1	6239	6632
X51668	X51668.1	6239	6641
X68384	X68384.1	6239	6659
X69016	X69016.1	6239	6661
X52810	X52810.1	6239	6663
X52812	X52812.1	6239	6664
X52813	X52813.1	6239	6665
Z11794	Z11794.1	6239	6670
X57140	X57140.1	6239	6672
X52811	X52811.1	6239	6674
X56979	X56979.1	6239	6675
V00147	V00147.1	6239	6677
X51622	X51622.1	6239	6679
X51623	X51623.1	6239	6681
V00148	V00148.1	6239	6683
Z12116	Z12116.1	6239	6699
X57834	X57834.1	6239	6701
X57657	X57657.1	6239	6731
X64963	X64963.1	6239	6732
X53156	X53156.1	6239	6739
X15634	X15634.1	6239	6750
X07677	X07677.1	6239	6760
X00064	X00064.1	6239	6764
X57767	X57767.1	6239	6765
X53244	X53244.1	6239	6779
X53245	X53245.1	6239	6781
X61262	X61262.1	6239	6800
X61263	X61263.1	6239	6801
X61264	X61264.1	6239	6802
X61265	X61265.1	6239	6803
X62782	X62782.1	6239	6804
X03680	X03680.1	6239	6830
X00387	X00387.1	7373	6831
X04598	X04598.1	7373	6832
X04599	X04599.1	7373	6833
X04374	X04374.1	6239	6834
X12415	X12415.1	6239	6836
X12416	X12416.1	6239	6837
X07682	X07682.1	6239	6838
X07681	X07681.1	6239	6839
X01129	X01129.1	7373	6841
X16224	X16224.1	6239	6842
X06102	X06102.1	6239	6843
X58520	X58520.1	6239	6848
X51371	X51371.1	6239	6850
X51372	X51372.1	6239	6851
X51373	X51373.1	6239	6852
X51374	X51374.1	6239	6853
X51375	X51375.1	6239	6854
X51376	X51376.1	6239	6855
X51377	X51377.1	6239	6856
X51378	X51378.1	6239	6857
X51379	X51379.1	6239	6858
X51380	X51380.1	6239	6859
X51381	X51381.1	6239	6860
X51382	X51382.1	6239	6861
X51383	X51383.1	6239	6862
X51384	X51384.1	6239	6863
X51385	X51385.1	6239	6864
X51387	X51387.1	6239	6866
X51388	X51388.1	6239	6867
Z14066	Z14066.1	6239	6870
X07828	X07828.1	6239	6893
X07829	X07829.1	6239	6894
X64415	X64415.1	6239	6909
X02752	X02752.1	6239	6912
X02753	X02753.1	6239	6913
X02754	X02754.1	6239	6915
X02755	X02755.1	6239	6917
X02756	X02756.1	6239	6921
X56212	X56212.1	6239	6923
X56213	X56213.1	6239	6925
X61242	X61242.1	6239	6933
X61243	X61243.1	6239	6934
X61246	X61246.1	6239	6937
X61250	X61250.1	6239	6941
X61253	X61253.1	6239	6944
X61256	X61256.1	6239	6947
X61258	X61258.1	6239	6949
X61259	X61259.1	6239	6950
X61260	X61260.1	6239	6951
X05258	X05258.1	5656	6986
X17251	X17251.1	5656	6987
X51407	X51407.1	5656	6989
X06056	X06056.1	6837	6992
X64343	X64343.1	5808	6997
X64342	X64342.1	5808	6998
X17596	X17596.1	6759	6999
X62814	X62814.1	7151	7032
X62816	X62816.1	7151	7034
X62817	X62817.1	7151	7035
X02328	X02328.1	7151	7037
Z17386	Z17386.1	5807	7038
X60378	X60378.1	7178	7040
X52263	X52263.1	7153	7057
X05122	X05122.1	7154	7061
X01841	X01841.1	7154	7089
X01842	X01842.1	7154	7095
V00180	V00180.1	7153	7096
X15687	X15687.1	7153	7104
X17627	X17627.1	7154	7111
X68332	X68332.1	7153	7116
X57254	X57254.1	12997	7118
X63849	X63849.1	6082	7127
X60315	X60315.1	6565	7131
X17106	X17106.1	7373	7132
X07229	X07229.1	7373	7139
X54813	X54813.1	7216	7143
X56682	X56682.1	7217	7146
X56915	X56915.1	7218	7148
X56916	X56916.1	7218	7149
X55279	X55279.1	7278	7150
X55278	X55278.1	7278	7151
X61795	X61795.1	7218	7152
X61747	X61747.1	7218	7153
X64431	X64431.1	7421	7156
X59487	X59487.1	44689	7167
V00182	V00182.1	44689	7179
X04670	X04670.1	1592886	7181
V00183	V00183.1	44689	7182
V00186	V00186.1	44689	7188
V00188	V00188.1	44689	7192
X00324	X00324.1	44689	7206
X60269	X60269.1	44689	7207
X55975	X55975.1	44689	7215
X54062	X54062.1	1592886	7217
X58191	X58191.1	44689	7223
X58193	X58193.1	44689	7224
X58192	X58192.1	44689	7225
Z15124	Z15124.1	44689	7226
X55670	X55670.1	1592886	7228
X55672	X55672.1	1592886	7229
X55673	X55673.1	1592886	7231
X52464	X52464.1	44689	7233
X04775	X04775.1	44689	7243
X52465	X52465.1	44689	7250
X54630	X54630.1	44689	7254
X69171	X69171.1	44689	7262
X57149	X57149.1	44689	7272
X53237	X53237.1	44689	7280
X00325	X00325.1	44689	7284
X15388	X15388.1	1592886	7291
X15386	X15386.1	1592886	7295
X56297	X56297.1	44689	7298
Z11534	Z11534.1	44689	7300
X54016	X54016.1	44689	7305
X51478	X51478.1	44689	7307
X16523	X16523.1	44689	7321
X61581	X61581.1	44689	7323
X00327	X00327.1	44689	7327
X14633	X14633.1	1592886	7328
X56194	X56194.1	44689	7336
X56193	X56193.1	44689	7338
X56192	X56192.1	44689	7340
Z11533	Z11533.1	366501	7342
X00134	X00134.1	44689	7348
X00601	X00601.1	44689	7349
V00190	V00190.1	44689	7350
V00191	V00191.1	44689	7351
V00192	V00192.1	44689	7358
X14186	X14186.1	44689	7359
X06808	X06808.1	44689	7379
X57395	X57395.1	7220	7401
X57396	X57396.1	7220	7402
X57392	X57392.1	7220	7403
X57394	X57394.1	7220	7404
X57393	X57393.1	7220	7405
X55280	X55280.1	7279	7411
X54952	X54952.1	7279	7414
X58694	X58694.1	7224	7424
X58114	X58114.1	7224	7427
X58115	X58115.1	7224	7430
X05347	X05347.1	7224	7443
X54697	X54697.1	7224	7446
X04812	X04812.1	7224	7451
X01182	X01182.1	7224	7452
X05043	X05043.1	7224	7453
X05047	X05047.1	7224	7454
X17356	X17356.1	32382	7455
X66931	X66931.1	7224	7457
X06140	X06140.1	7224	7459
X06142	X06142.1	7224	7460
X04811	X04811.1	7224	7465
X57261	X57261.1	6069	7466
X07772	X07772.1	7590	7469
X01551	X01551.1	6161	7470
X65106	X65106.1	7280	7471
X65107	X65107.1	7280	7472
X65108	X65108.1	7280	7473
X53429	X53429.1	7225	7476
X54814	X54814.1	7225	7478
X61180	X61180.1	7227	7480
X62939	X62939.1	7227	7483
X62938	X62938.1	7227	7484
X62937	X62937.1	7227	7485
X51922	X51922.1	7227	7494
X56446	X56446.1	7227	7495
X16982	X16982.1	7227	7496
V00195	V00195.1	7227	7497
V00196	V00196.1	7227	7498
X06382	X06382.1	7227	7499
X06383	X06383.1	7227	7500
X06384	X06384.1	7227	7502
Z11489	Z11489.1	7227	7504
Z11490	Z11490.1	7227	7506
X56447	X56447.1	7227	7508
X16981	X16981.1	7227	7509
X06833	X06833.1	10218	7510
X06937	X06937.1	7227	7511
X06938	X06938.1	7227	7512
X00359	X00359.1	7227	7515
X01056	X01056.1	7227	7518
X06691	X06691.1	7227	7521
X54453	X54453.1	7227	7522
X51663	X51663.1	7227	7524
X51669	X51669.1	7227	7525
X51670	X51670.1	7227	7526
X17393	X17393.1	7227	7529
X17572	X17572.1	7227	7530
X17571	X17571.1	7227	7531
X15730	X15730.1	7227	7546
X54953	X54953.1	7226	7551
X54958	X54958.1	7226	7552
X01548	X01548.1	7227	7579
Y00438	Y00438.1	7227	7587
X63729	X63729.1	7227	7598
X04837	X04837.1	7227	7616
X04285	X04285.1	7227	7617
X05156	X05156.1	7227	7619
X05158	X05158.1	7227	7620
X05159	X05159.1	7227	7621
X04286	X04286.1	7227	7622
X06883	X06883.1	7227	7623
X13108	X13108.1	7227	7633
X62599	X62599.1	7227	7636
X14459	X14459.1	7227	7646
X53992	X53992.1	7227	7654
X53275	X53275.1	7227	7656
X51652	X51652.1	7227	7657
X58530	X58530.1	7227	7659
X63828	X63828.1	7227	7663
X05949	X05949.1	7227	7680
X05950	X05950.1	7227	7682
X05951	X05951.1	7227	7684
X64461	X64461.1	7227	7685
X52286	X52286.1	7227	7689
X58612	X58612.1	7227	7691
X15707	X15707.1	7227	7692
X57496	X57496.1	7227	7704
X57495	X57495.1	7227	7706
X57486	X57486.1	7227	7708
X58435	X58435.1	7227	7717
X16715	X16715.1	7227	7723
X52814	X52814.1	7227	7734
V00200	V00200.1	7227	7736
X68701	X68701.1	7227	7737
V00201	V00201.1	7227	7739
Z14311	Z14311.1	7227	7751
Z14974	Z14974.1	7227	7753
Z14312	Z14312.1	7227	7755
X58374	X58374.1	7227	7757
X61944	X61944.1	7227	7765
X55542	X55542.1	7227	7784
X62948	X62948.1	7227	7786
X55178	X55178.1	7227	7788
X67645	X67645.1	7227	7790
X16966	X16966.1	7227	7818
X04661	X04661.1	7227	7822
X16802	X16802.1	7227	7825
X07697	X07697.1	7227	7834
X67335	X67335.1	7227	7840
X17296	X17296.1	7227	7844
X67202	X67202.1	7227	7845
X16967	X16967.1	7227	7865
X51629	X51629.1	7227	7882
X63453	X63453.1	7227	7883
X06245	X06245.1	7227	7888
X13433	X13433.1	7227	7894
X13600	X13600.1	7227	7903
X59435	X59435.1	7227	7908
X16631	X16631.1	7227	7923
X58481	X58481.1	7227	7940
X68259	X68259.1	7227	7942
X16549	X16549.1	7227	7947
X16550	X16550.1	7227	7948
X02211	X02211.1	7227	7956
X54646	X54646.1	7227	7980
X54647	X54647.1	7227	7982
X68047	X68047.1	7227	7987
X13402	X13402.1	7227	7988
X05284	X05284.1	7227	8005
X61148	X61148.1	7227	8011
X07358	X07358.1	7227	8017
V00205	V00205.1	7227	8018
V00206	V00206.1	7227	8019
V00207	V00207.1	7227	8020
V00208	V00208.1	7227	8021
X52760	X52760.1	7227	8029
X52759	X52759.1	7227	8031
X53822	X53822.1	7227	8045
X01449	X01449.1	7227	8047
X58155	X58155.1	7227	8061
X16862	X16862.1	7227	8082
X58184	X58184.1	7227	8083
X01765	X01765.1	7227	8084
X13808	X13808.1	7227	8092
X13806	X13806.1	7227	8097
X13807	X13807.1	7227	8098
X00065	X00065.1	7227	8101
X04188	X04188.1	7227	8103
V00213	V00213.1	7227	8104
X12505	X12505.1	7227	8114
X04009	X04009.1	7227	8117
V00215	V00215.1	7227	8118
X05298	X05298.1	7227	8119
V00216	V00216.1	7227	8120
V00218	V00218.1	7227	8122
X03446	X03446.1	7227	8132
X02058	X02058.1	7227	8133
X02059	X02059.1	7227	8134
X02060	X02060.1	7227	8135
X02061	X02061.1	7227	8136
X02062	X02062.1	7227	8137
X58436	X58436.1	7227	8140
X60791	X60791.1	7227	8151
X06590	X06590.1	7227	8157
X61943	X61943.1	7227	8160
X13105	X13105.2	7227	5870345
X13106	X13106.1	7227	8175
X62629	X62629.1	7227	8187
X03368	X03368.1	7227	8191
X54061	X54061.1	7227	8201
X54251	X54251.1	7227	8203
V00222	V00222.1	7227	8209
V00223	V00223.1	7227	8210
V00224	V00224.1	7227	8211
X00529	X00529.1	7227	8212
Z15091	Z15091.1	7227	8228
X69700	X69700.1	7227	8231
X70898	X70898.1	7226	8261
X67704	X67704.1	7227	8267
X56161	X56161.1	7227	8279
X60793	X60793.1	7227	8281
X57475	X57475.1	7227	8285
X53837	X53837.1	7227	8287
X54999	X54999.1	7227	8289
Y00601	Y00601.1	7227	8294
X17570	X17570.1	7227	8298
X02210	X02210.1	7227	8299
X65444	X65444.1	7227	8300
X56491	X56491.1	7227	8304
X64412	X64412.1	7227	8306
Z16405	Z16405.1	7227	8308
X06486	X06486.1	7227	8310
X58983	X58983.1	7227	8311
X17495	X17495.1	7227	8313
X54997	X54997.1	7227	8319
X56689	X56689.1	7227	8324
Z16407	Z16407.1	7227	8332
X04703	X04703.1	7227	8333
X05278	X05278.1	7227	8334
X05279	X05279.1	7227	8335
X05280	X05280.1	7227	8337
X05281	X05281.1	7227	8340
X63361	X63361.1	7227	8355
X59275	X59275.1	7227	8357
X56438	X56438.1	7227	8365
X56439	X56439.1	7227	8367
X66018	X66018.1	7227	8377
Z11743	Z11743.1	7227	8383
X62285	X62285.1	7227	8387
X17558	X17558.1	7227	8389
X62589	X62589.1	7227	8393
X04988	X04988.1	7227	8399
X12559	X12559.1	7227	8404
X12558	X12558.1	7227	8405
X01494	X01494.1	7227	8411
X01495	X01495.1	7227	8412
X01475	X01475.1	7227	8413
X01671	X01671.1	7227	8414
X03501	X03501.1	7227	8415
X03502	X03502.1	7227	8416
X03503	X03503.1	7227	8417
X03504	X03504.1	7227	8418
X01493	X01493.1	7227	8419
X01082	X01082.1	7227	8424
V00226	V00226.1	7227	8426
X06950	X06950.1	7227	8427
X07529	X07529.1	7227	8428
X51968	X51968.1	7227	8429
X51967	X51967.1	7227	8432
X07789	X07789.1	7227	8434
X54988	X54988.1	7227	8439
X60792	X60792.1	7227	8440
V00231	V00231.1	7227	8449
X00243	X00243.1	7227	8454
X00952	X00952.1	7227	8455
V00236	V00236.1	7227	8456
V00237	V00237.1	7227	8457
V00238	V00238.1	7227	8458
V00239	V00239.1	7227	8459
V00240	V00240.1	7227	8460
V00242	V00242.1	7227	8462
V00243	V00243.1	7227	8463
X58183	X58183.1	7227	8467
X12528	X12528.1	7227	8470
X17298	X17298.1	7227	8473
X00848	X00848.1	7227	8477
X15109	X15109.1	7227	8483
X06881	X06881.1	7227	8485
X13625	X13625.2	7227	4469168
X08015	X08015.1	7227	8495
X58720	X58720.1	7227	8496
X63731	X63731.1	7227	8498
X63732	X63732.1	7227	8499
X62711	X62711.1	7227	8505
X55719	X55719.1	7227	8520
X56432	X56432.1	7227	8521
X56798	X56798.1	7227	8526
X56799	X56799.1	7227	8528
X55393	X55393.1	7227	8530
X57474	X57474.1	7227	8536
Y00488	Y00488.1	7227	8538
X14646	X14646.1	7227	8539
X05197	X05197.1	7227	8540
X14648	X14648.1	7227	8541
X14649	X14649.1	7227	8542
X14650	X14650.1	7227	8543
X15365	X15365.1	7227	8544
X15366	X15366.1	7227	8545
X14653	X14653.1	7227	8546
